OrderID,OrderItemID,OrderTime,OrderQty,ProductID,CustID,GeoID,WhID,ShipTime,ModeID,ShipSchedule,GrossSales,DiscPc,Profit,CalID
23385,58520,2015-12-08 8:27:00,1,7,1983,51,1,2015-12-14,1,4,400,0.17,200,12
23388,58521,2016-11-09 11:18:00,2,3,49,41,1,2015-03-27,1,4,100,0.12,125,23
23391,58525,2015-12-08 10:33:00,3,2,9956,44,1,2015-12-10,2,1,150,0.07,125,12
23391,58526,2015-11-24 18:17:00,1,6,9956,44,1,2016-05-17,2,1,130,0.04,65,11
23391,58527,2015-10-16 21:40:00,1,7,9956,44,1,2015-10-18,2,1,400,0.16,200,10
23391,58528,2015-12-08 10:33:00,1,3,9956,44,1,2015-12-10,2,1,50,0.09,125,12
23391,58529,2015-12-08 10:33:00,1,4,9956,44,1,2015-11-28,2,1,100,0.06,245,12
23393,58530,2016-12-21 18:36:00,1,6,8971,44,1,2016-12-23,2,1,130,0.03,65,24
23396,58531,2015-05-30 18:53:00,1,43,3232,44,2,2015-06-01,4,3,35,NULL,66,5
23396,58532,2015-12-08 12:18:00,1,8,3232,44,2,2015-12-09,4,3,200,0.09,100,12
23396,58533,2015-12-08 12:18:00,4,1,3232,44,2,2015-12-09,4,3,240,0.09,147,12
23396,58534,2015-11-02 20:25:00,3,1,3232,44,2,2017-09-04,4,3,180,0.02,147,11
23501,58800,2015-12-10 1:05:00,1,7,11356,49,1,2015-12-12,1,4,400,0.06,200,12
23503,58805,2015-12-10 1:47:00,3,4,4326,45,2,2015-12-12,2,1,300,0.01,245,12
23503,58806,2015-12-10 1:47:00,5,2,4326,45,2,2015-12-12,2,1,250,0.13,125,12
23505,58808,2015-12-10 2:29:00,1,9,2296,49,2,2015-12-10,4,3,300,0.04,150,12
23505,58809,2016-02-09 3:17:00,3,5,2296,49,2,2016-02-11,4,3,120,0.16,97,14
23506,58810,2015-12-10 2:50:00,4,3,11295,49,2,2015-12-10,4,3,200,0.12,125,12
23506,58811,2015-12-10 2:50:00,1,3,11295,49,2,2015-12-10,4,3,50,NULL,125,12
23508,58814,2015-12-10 3:32:00,3,3,3356,41,1,2017-10-07,4,3,150,0.15,125,12
23511,58818,2015-12-10 4:36:00,3,30,4581,41,1,2015-12-12,1,4,45,0.04,36,12
23511,58819,2015-12-10 4:36:00,2,1,4581,41,1,2015-12-12,1,4,120,0.04,147,12
23511,58820,2015-12-10 4:36:00,1,7,4581,41,1,2015-12-12,1,4,400,0.03,200,12
23511,58821,2015-12-10 4:36:00,1,7,4581,41,1,2015-12-12,1,4,400,0.02,200,12
23513,58827,2015-12-10 5:18:00,3,1,4231,45,2,2015-03-22,1,4,180,0.07,147,12
23515,58828,2015-12-10 6:00:00,1,1,10441,44,1,2015-12-16,1,4,60,0.07,147,12
23515,58829,2015-12-10 6:00:00,1,4,10441,44,1,2015-12-16,1,4,100,0.04,245,12
23518,58830,2015-06-30 9:33:00,2,2,6242,44,1,2015-01-16,2,1,100,NULL,125,6
23521,58831,2015-12-10 8:06:00,1,9,3029,50,2,2015-12-12,3,2,300,0.03,150,12
23521,58832,2017-08-29 14:13:00,2,5,3029,50,2,2017-09-03,3,2,80,0.04,97,32
23521,58833,2016-01-14 20:08:00,1,4,3029,50,2,2015-10-20,3,2,100,0.03,245,13
23523,58834,2015-12-10 8:48:00,1,8,10515,41,2,2015-12-14,1,4,200,0.07,100,12
23523,58835,2015-12-10 8:48:00,4,2,10515,41,2,2015-12-14,1,4,200,0.13,125,12
23523,58836,2015-12-10 8:48:00,1,8,10515,41,2,2015-12-14,1,4,200,0.06,100,12
23523,58837,2015-12-29 14:33:00,5,1,10515,41,2,2015-12-31,1,4,300,0.12,147,12
23523,58838,2015-12-10 8:48:00,4,1,10515,41,2,2015-12-14,1,4,240,0.02,147,12
23525,58839,2015-12-10 9:30:00,3,2,3486,41,1,2015-12-16,1,4,150,NULL,125,12
23525,58840,2015-07-08 20:03:00,2,5,3486,41,1,2015-07-11,1,4,80,0.03,97,7
23525,58841,2015-12-10 9:30:00,1,3,3486,41,1,2015-12-16,1,4,50,0.25,125,12
23525,58842,2015-12-10 9:30:00,4,4,3486,41,1,2016-11-15,1,4,400,0.17,245,12
23525,58843,2015-12-10 9:30:00,2,3,3486,41,1,2015-12-16,1,4,100,0.16,125,12
23528,58847,2016-01-20 18:22:00,1,6,8606,43,2,2016-01-25,1,4,130,0.12,65,13
23528,58848,2016-01-06 2:17:00,1,6,8606,43,2,2016-01-11,1,4,130,0.1,65,13
23531,58851,2015-12-10 11:36:00,1,8,7613,44,2,2015-12-10,4,3,200,0.05,100,12
23531,58852,2015-12-10 11:36:00,1,7,7613,44,2,2015-12-10,4,3,400,0.01,200,12
23531,58853,2015-12-10 11:36:00,1,8,7613,44,2,2015-12-10,4,3,200,0.04,100,12
23531,58854,2015-12-10 11:36:00,5,15,7613,44,2,2015-12-10,4,3,300,0.1,135,12
23533,58860,2015-12-10 12:18:00,1,11,1394,44,2,2015-12-14,1,4,45,0.18,106,12
23533,58861,2016-11-21 21:27:00,5,34,1394,44,2,2016-11-27,1,4,110,0.16,36,23
23533,58862,2015-12-10 12:18:00,2,23,1394,44,2,2015-12-14,1,4,104,0.09,122,12
23535,58866,2015-12-10 13:00:00,1,4,8917,41,1,2017-09-19,1,4,100,0.02,245,12
23536,58867,2015-12-10 13:21:00,5,2,6369,41,2,2015-12-16,1,4,250,0.1,125,12
23536,58868,2015-12-10 13:21:00,1,8,6369,41,2,2015-12-12,1,4,200,0.01,100,12
23536,58869,2015-12-10 13:21:00,1,5,6369,41,2,2015-12-12,1,4,40,0.2,97,12
23538,58872,2016-01-21 4:32:00,3,2,721,50,2,2015-12-22,1,4,150,0.25,125,13
23538,58873,2015-12-10 14:03:00,1,7,721,50,2,2015-12-14,1,4,400,0.2,200,12
23538,58874,2015-12-10 14:03:00,5,49,721,50,2,2015-12-14,1,4,160,0.16,69,12
23538,58875,2015-12-10 14:03:00,1,7,721,50,2,2015-12-14,1,4,400,0.18,200,12
23541,58884,2015-12-10 15:06:00,1,8,433,48,2,2015-12-12,1,4,200,NULL,100,12
23541,58885,2015-12-10 15:06:00,1,7,433,48,2,2015-12-12,1,4,400,0.16,200,12
23541,58886,2015-12-10 15:06:00,4,51,433,48,2,2015-12-12,1,4,192,0.15,104,12
23541,58887,2015-12-10 15:06:00,4,4,433,48,2,2015-12-12,1,4,400,0.16,245,12
23541,58888,2015-12-10 15:06:00,1,8,433,48,2,2015-12-12,1,4,200,0.25,100,12
23543,58892,2015-12-10 15:48:00,1,7,9314,59,2,2015-12-14,1,4,400,0.13,200,12
23545,58897,2016-09-10 7:32:00,1,6,8414,42,2,2016-09-14,1,4,130,0.06,65,21
23545,58898,2015-12-10 16:30:00,1,9,8414,42,2,2015-12-16,1,4,300,0.2,150,12
23545,58899,2015-12-10 16:30:00,2,2,8414,42,2,2016-08-10,1,4,100,0.25,125,12
23546,58900,2015-12-10 16:51:00,4,1,1611,45,2,2015-12-12,1,4,240,NULL,147,12
23546,58901,2015-12-10 16:51:00,5,3,1611,45,2,2015-12-12,1,4,250,0.18,125,12
23546,58902,2016-01-19 22:45:00,4,4,1611,45,2,2015-05-19,1,4,400,0.15,245,13
23546,58903,2015-12-10 16:51:00,3,3,1611,45,2,2015-12-12,1,4,150,0.13,125,12
23548,58907,2015-12-10 17:33:00,1,9,8640,45,2,2015-12-14,1,4,300,0.17,150,12
23551,58912,2015-12-10 18:36:00,1,8,2610,50,2,2015-12-12,1,4,200,0.13,100,12
23551,58913,2016-12-16 23:20:00,1,6,2610,50,2,2016-12-18,1,4,130,0.05,65,24
23551,58915,2015-12-10 18:36:00,2,2,2610,50,2,2015-12-12,1,4,100,0.2,125,12
23551,58916,2015-12-10 18:36:00,2,4,2610,50,2,2015-12-12,1,4,200,0.15,245,12
23553,58917,2015-12-10 19:18:00,1,13,3864,56,2,2015-12-12,2,1,25,0.04,55,12
23553,58918,2015-12-10 19:18:00,2,1,3864,56,2,2015-12-12,2,1,120,NULL,147,12
23556,58923,2015-12-10 20:21:00,5,1,1712,55,2,2015-12-12,1,4,300,0.09,147,12
23558,58928,2015-12-10 21:03:00,1,8,7915,55,1,2015-12-14,1,4,200,0.12,100,12
23558,58929,2015-12-10 21:03:00,1,6,7915,55,1,2015-12-14,1,4,130,0.02,65,12
23558,58930,2015-12-10 21:03:00,1,6,7915,55,1,2015-12-14,1,4,130,0.01,65,12
23561,58934,2016-03-18 20:45:00,3,1,3216,49,2,2016-03-13,3,2,180,0.05,147,15
23561,58935,2015-12-10 22:07:00,1,8,3216,49,2,2015-12-12,3,2,200,0.07,100,12
23565,58945,2015-12-10 23:31:00,1,42,3263,49,1,2015-12-16,1,4,55,0.04,99,12
23565,58946,2015-12-10 23:31:00,1,8,3263,49,1,2015-12-16,1,4,200,0.05,100,12
23565,58947,2015-12-10 23:31:00,4,1,3263,49,1,2015-05-21,1,4,240,0.2,147,12
23565,58948,2015-12-10 23:31:00,4,4,3263,49,1,2015-12-16,1,4,400,0.13,245,12
23565,58949,2015-12-10 23:31:00,1,9,3263,49,1,2015-12-16,1,4,300,0.15,150,12
23566,58950,2015-10-23 8:10:00,1,7,9828,49,2,2015-10-25,2,1,400,0.09,200,10
23566,58951,2015-12-10 23:52:00,3,2,9828,49,2,2015-12-12,2,1,150,0.18,125,12
23566,58952,2015-12-10 23:52:00,4,45,9828,49,2,2015-12-12,2,1,100,0.15,59,12
23568,58953,2015-11-05 19:32:00,1,8,10230,49,2,2015-11-07,3,2,200,0.04,100,11
23568,58954,2015-12-11 0:34:00,3,3,10230,49,2,2016-01-29,3,2,150,0.12,125,12
23568,58955,2015-12-11 0:34:00,1,6,10230,49,2,2015-12-15,3,2,130,NULL,65,12
23571,58957,2015-12-11 1:37:00,5,51,10517,49,1,2015-12-13,1,4,240,0.25,104,12
23571,58958,2015-12-11 1:37:00,2,1,10517,49,1,2015-12-13,1,4,120,0.2,147,12
23571,58959,2015-12-11 1:37:00,1,9,10517,49,1,2015-08-09,1,4,300,0.13,150,12
23571,58960,2015-12-11 1:37:00,3,1,10517,49,1,2015-12-13,1,4,180,0.02,147,12
23571,58961,2015-12-11 1:37:00,1,2,10517,49,1,2015-12-13,1,4,50,0.03,125,12
23573,58966,2015-12-11 2:19:00,5,3,11629,49,1,2016-10-10,1,4,250,0.13,125,12
23573,58967,2015-12-11 2:19:00,1,1,11629,49,1,2015-12-15,1,4,60,0.06,147,12
23573,58968,2015-12-11 2:19:00,3,3,11629,49,1,2016-08-31,1,4,150,0.1,125,12
23573,58969,2015-12-11 2:19:00,4,4,11629,49,1,2015-12-15,1,4,400,0.1,245,12
23573,58970,2015-12-11 2:19:00,1,7,11629,49,1,2015-12-15,1,4,400,0.07,200,12
23575,58976,2015-12-11 3:01:00,2,3,7703,49,2,2015-12-17,1,4,100,0.13,125,12
23575,58977,2016-08-12 7:24:00,1,1,7703,49,2,2016-08-14,1,4,60,0.05,147,20
23575,58978,2015-12-30 5:37:00,2,2,7703,49,2,2016-01-04,1,4,100,0.17,125,12
23576,58979,2016-02-27 10:58:00,1,6,317,44,2,2016-02-27,1,4,130,0.18,65,14
23576,58981,2016-12-02 10:24:00,2,11,317,44,2,2016-11-16,1,4,90,0.01,106,24
23576,58982,2015-12-11 3:22:00,1,7,317,44,2,2015-11-15,1,4,400,0.06,200,12
23578,58984,2015-12-11 4:04:00,1,7,1577,49,1,2015-12-15,1,4,400,0.05,200,12
23578,58985,2015-12-11 4:04:00,5,1,1577,49,1,2015-12-15,1,4,300,0.07,147,12
23578,58986,2015-12-11 4:04:00,2,37,1577,49,1,2015-12-15,1,4,80,0.02,87,12
23578,58987,2015-12-11 4:04:00,1,8,1577,49,1,2015-12-15,1,4,200,0.03,100,12
23581,58991,2015-12-11 5:07:00,1,1,6728,41,1,2015-12-13,1,4,60,0.04,147,12
23581,58992,2016-09-10 19:06:00,2,2,6728,41,1,2016-10-28,1,4,100,0.16,125,21
23581,58993,2017-05-10 0:32:00,1,9,6728,41,1,2017-05-12,1,4,300,0.1,150,29
23581,58994,2015-12-11 5:07:00,1,5,6728,41,1,2015-12-13,1,4,40,0.17,97,12
23585,59002,2016-02-04 5:13:00,2,4,2189,45,2,2016-02-09,1,4,200,0.13,245,14
23586,59003,2015-12-11 6:52:00,1,1,12049,56,1,2015-12-13,1,4,60,0.03,147,12
23586,59004,2016-01-15 12:15:00,1,9,12049,56,1,2016-07-24,1,4,300,0.07,150,13
23586,59005,2017-09-26 17:20:00,5,2,12049,56,1,2017-09-28,1,4,250,0.09,125,33
23588,59010,2015-06-27 21:17:00,5,2,2576,45,1,2015-06-30,1,4,250,0.07,125,6
23588,59011,2017-01-22 10:30:00,1,6,2576,45,1,2017-01-24,1,4,130,0.13,65,25
23588,59012,2016-10-05 5:13:00,2,3,2576,45,1,2015-06-29,1,4,100,0.12,125,22
23588,59013,2015-12-11 7:34:00,3,24,2576,45,1,2017-08-15,1,4,90,0.04,71,12
23598,59031,2015-12-11 11:04:00,2,2,2618,41,2,2015-06-19,3,2,100,0.13,125,12
23598,59032,2015-12-11 11:04:00,2,4,2618,41,2,2016-01-08,3,2,200,0.12,245,12
23598,59033,2015-12-11 11:04:00,1,8,2618,41,2,2015-12-15,3,2,200,NULL,100,12
23598,59034,2015-12-11 11:04:00,1,3,2618,41,2,2015-12-15,3,2,50,0.16,125,12
23603,59044,2017-01-27 13:49:00,4,22,9552,51,2,2015-04-15,1,4,100,0.1,60,25
23606,59046,2016-03-29 23:21:00,1,9,9732,49,1,2016-04-04,4,3,300,0.05,150,15
23606,59047,2015-12-11 13:52:00,2,38,9732,49,1,2015-12-12,4,3,30,0.18,31,12
23606,59048,2015-05-12 9:48:00,3,3,9732,49,1,2015-05-16,4,3,150,0.07,125,5
23606,59049,2015-12-11 13:52:00,1,7,9732,49,1,2015-12-12,4,3,400,0.25,200,12
23608,59054,2015-07-31 13:11:00,3,3,5428,54,2,2015-08-04,3,2,150,0.06,125,7
23608,59055,2015-12-11 14:35:00,1,8,5428,54,2,2015-12-18,3,2,200,0.16,100,12
23608,59056,2015-03-04 22:41:00,3,48,5428,54,2,2015-03-06,3,2,135,0.17,81,3
23608,59057,2015-12-11 14:35:00,1,2,5428,54,2,2015-12-15,3,2,50,NULL,125,12
23611,59060,2015-12-11 15:38:00,2,5,8632,55,2,2015-12-13,1,4,80,0.01,97,12
23611,59061,2015-12-11 15:38:00,1,8,8632,55,2,2015-12-13,1,4,200,0.15,100,12
23613,59067,2015-12-11 16:20:00,1,6,5677,41,1,2015-12-15,1,4,130,0.02,65,12
23613,59068,2015-12-11 16:20:00,1,8,5677,41,1,2015-12-15,1,4,200,0.1,100,12
23613,59069,2015-12-11 16:20:00,2,4,5677,41,1,2015-03-15,1,4,200,0.1,245,12
23615,59072,2015-12-11 17:02:00,2,4,2592,42,2,2015-12-17,1,4,200,0.09,245,12
23615,59073,2015-12-11 17:02:00,2,1,2592,42,2,2016-11-12,1,4,120,0.15,147,12
23615,59074,2015-12-11 17:02:00,5,3,2592,42,2,2015-12-17,1,4,250,0.09,125,12
23616,59075,2015-12-11 17:23:00,1,9,2618,57,2,2015-12-13,1,4,300,0.03,150,12
23616,59076,2015-12-11 17:23:00,1,8,2618,57,2,2015-12-13,1,4,200,0.09,100,12
23616,59077,2016-09-23 18:54:00,1,6,2618,57,2,2016-09-25,1,4,130,0.01,65,21
23616,59078,2015-12-11 17:23:00,1,9,2618,57,2,2015-12-13,1,4,300,0.02,150,12
23621,59091,2015-12-11 19:08:00,4,12,6300,49,1,2015-12-13,2,1,280,0.05,139,12
23621,59092,2015-12-11 19:08:00,3,3,6300,49,1,2015-09-12,2,1,150,0.05,125,12
23621,59093,2017-02-23 12:34:00,1,7,6300,49,1,2017-02-25,2,1,400,0.18,200,26
23621,59094,2015-12-11 19:08:00,1,8,6300,49,1,2015-12-13,2,1,200,0.04,100,12
23621,59095,2015-12-11 19:08:00,1,9,6300,49,1,2015-12-13,2,1,300,NULL,150,12
23623,59101,2015-07-30 2:09:00,1,7,2851,49,1,2015-08-03,3,2,400,0.16,200,7
23623,59102,2015-12-11 19:50:00,2,48,2851,49,1,2015-12-15,3,2,90,0.25,81,12
23623,59103,2015-12-11 19:50:00,1,3,2851,49,1,2015-12-15,3,2,50,0.15,125,12
23623,59104,2015-12-11 19:50:00,1,8,2851,49,1,2015-12-15,3,2,200,0.02,100,12
23625,59105,2015-12-11 20:32:00,4,3,141,55,2,2015-12-17,1,4,200,0.06,125,12
23625,59106,2015-08-05 12:18:00,1,6,141,55,2,2015-08-09,1,4,130,0.25,65,8
23625,59107,2016-06-08 23:47:00,3,2,141,55,2,2016-06-14,1,4,150,0.15,125,18
23626,59108,2015-12-11 20:53:00,1,9,6666,41,2,2015-12-13,1,4,300,0.25,150,12
23626,59109,2015-12-11 20:53:00,2,5,6666,41,2,2015-12-13,1,4,80,NULL,97,12
23626,59110,2015-12-11 20:53:00,5,2,6666,41,2,2015-12-13,1,4,250,0.05,125,12
23626,59111,2015-12-11 20:53:00,1,3,6666,41,2,2017-01-17,1,4,50,0.13,125,12
23628,59112,2015-12-11 21:35:00,1,7,12259,41,2,2015-12-15,1,4,400,0.15,200,12
23628,59113,2015-12-11 21:35:00,1,8,12259,41,2,2015-12-15,1,4,200,0.01,100,12
23631,59119,2015-03-19 18:59:00,1,7,3366,49,1,2015-03-25,1,4,400,0.13,200,3
23631,59120,2015-12-11 22:38:00,4,4,3366,49,1,2015-12-13,1,4,400,0.07,245,12
23631,59121,2015-12-11 22:38:00,5,4,3366,49,1,2015-12-13,1,4,500,0.07,245,12
23631,59122,2015-03-20 22:18:00,1,7,3366,49,1,2015-03-24,1,4,400,0.12,200,3
23631,59123,2015-12-11 22:38:00,1,6,3366,49,1,2015-12-13,1,4,130,0.18,65,12
23633,59125,2015-12-11 23:20:00,1,6,4300,49,2,2015-12-15,3,2,130,0.17,65,12
23635,59127,2016-07-06 14:59:00,3,19,3934,49,2,2016-07-10,1,4,66,0.05,43,19
23635,59128,2015-12-12 0:02:00,4,1,3934,49,2,2015-12-18,1,4,240,0.16,147,12
23635,59129,2015-05-15 23:59:00,2,5,3934,49,2,2015-05-17,1,4,80,0.25,97,5
23635,59130,2016-09-23 20:18:00,2,1,3934,49,2,2016-09-29,1,4,120,0.13,147,21
23636,59131,2016-01-08 16:17:00,1,8,11120,49,2,2016-01-10,3,2,200,NULL,100,13
23636,59132,2015-12-12 0:23:00,2,3,11120,49,2,2016-04-11,3,2,100,0.07,125,12
23636,59133,2015-04-12 2:08:00,3,1,11120,49,2,2015-04-14,3,2,180,0.25,147,4
23638,59138,2015-12-12 1:05:00,5,2,9875,44,2,2015-12-16,3,2,250,0.04,125,12
23638,59139,2016-07-25 18:17:00,1,6,9875,44,2,2016-07-30,3,2,130,0.15,65,19
23638,59140,2015-12-12 1:05:00,4,1,9875,44,2,2015-12-16,3,2,240,0.15,147,12
23638,59141,2015-12-12 1:05:00,1,9,9875,44,2,2015-12-16,3,2,300,0.2,150,12
23641,59149,2015-12-12 2:08:00,1,9,3371,42,1,2015-12-14,1,4,300,0.17,150,12
23641,59150,2015-12-12 2:08:00,1,7,3371,42,1,2015-12-14,1,4,400,0.09,200,12
23643,59151,2015-12-12 2:50:00,2,3,4081,44,2,2015-12-16,1,4,100,0.06,125,12
23643,59152,2015-12-12 2:50:00,1,7,4081,44,2,2015-12-16,1,4,400,0.07,200,12
23643,59153,2015-12-12 2:50:00,5,1,4081,44,2,2015-12-16,1,4,300,0.04,147,12
23643,59154,2016-10-20 1:10:00,1,9,4081,44,2,2016-10-26,1,4,300,0.16,150,22
23643,59155,2016-09-11 20:40:00,5,33,4081,44,2,2016-09-16,1,4,80,0.12,31,21
23645,59156,2015-12-12 3:32:00,1,6,1901,44,2,2016-10-31,1,4,130,0.13,65,12
23645,59157,2015-12-12 3:32:00,1,9,1901,44,2,2015-12-18,1,4,300,0.15,150,12
23645,59158,2015-05-17 1:33:00,2,5,1901,44,2,2015-05-20,1,4,80,0.2,97,5
23645,59159,2015-12-12 3:32:00,3,2,1901,44,2,2015-12-18,1,4,150,0.13,125,12
23646,59160,2015-12-12 3:53:00,1,8,8884,44,2,2015-12-14,1,4,200,0.17,100,12
23646,59161,2015-12-12 3:53:00,2,20,8884,44,2,2015-12-14,1,4,60,0.17,63,12
23646,59162,2015-12-12 3:53:00,5,5,8884,44,2,2015-12-14,1,4,200,0.07,97,12
23646,59163,2015-12-09 19:08:00,2,1,8884,44,2,2016-09-02,1,4,120,0.1,147,12
23648,59164,2015-12-12 4:35:00,4,1,5319,56,1,2017-08-05,1,4,240,0.13,147,12
23648,59165,2016-09-16 4:43:00,1,11,5319,56,1,2016-09-16,1,4,45,0.17,106,21
23648,59166,2015-12-12 4:35:00,4,1,5319,56,1,2017-08-08,1,4,240,0.12,147,12
23648,59167,2015-12-12 4:35:00,1,7,5319,56,1,2015-12-16,1,4,400,0.06,200,12
23651,59173,2015-12-12 5:38:00,1,7,7787,44,2,2015-11-15,1,4,400,0.05,200,12
23651,59174,2015-12-12 5:38:00,4,4,7787,44,2,2016-08-20,1,4,400,0.06,245,12
23651,59175,2016-02-12 0:39:00,1,8,7787,44,2,2016-02-17,1,4,200,0.16,100,14
23651,59176,2016-02-27 10:58:00,1,6,7787,44,2,2016-03-01,1,4,130,0.09,65,14
23651,59177,2016-02-10 2:03:00,1,8,7787,44,2,2016-02-12,1,4,200,0.15,100,14
23655,59188,2015-12-12 7:02:00,4,4,5553,43,1,2015-05-31,2,1,400,0.05,245,12
23656,59189,2015-12-12 7:24:00,1,9,9136,41,2,2015-12-14,2,1,300,0.13,150,12
23656,59190,2015-12-12 7:24:00,1,8,9136,41,2,2015-12-23,2,1,200,0.13,100,12
23656,59191,2015-12-12 7:24:00,2,2,9136,41,2,2015-06-22,2,1,100,0.07,125,12
23658,59196,2015-12-12 8:06:00,4,3,3942,43,2,2015-12-14,2,1,200,0.05,125,12
23658,59197,2015-12-12 8:06:00,5,3,3942,43,2,2015-12-14,2,1,250,0.05,125,12
23658,59198,2015-06-15 8:42:00,1,6,3942,43,2,2015-06-17,2,1,130,0.07,65,6
23658,59199,2015-12-12 8:06:00,1,8,3942,43,2,2015-12-14,2,1,200,0.09,100,12
23663,59210,2015-12-12 9:51:00,1,8,11687,41,1,2015-12-16,1,4,200,0.05,100,12
23663,59211,2015-12-12 9:51:00,1,8,11687,41,1,2015-12-16,1,4,200,0.04,100,12
23663,59212,2016-03-23 14:57:00,5,3,11687,41,1,2016-12-23,1,4,250,0.04,125,15
23666,59213,2015-12-12 10:54:00,2,14,4038,44,2,2015-12-14,1,4,130,0.2,143,12
23668,59215,2015-12-12 11:36:00,1,7,1793,44,2,2015-12-16,3,2,400,0.02,200,12
23668,59216,2015-12-12 11:36:00,1,1,1793,44,2,2015-12-16,3,2,60,0.25,147,12
23668,59217,2015-12-12 11:36:00,2,3,1793,44,2,2015-12-16,3,2,100,0.04,125,12
23671,59222,2016-10-21 18:10:00,1,6,8547,54,2,2016-10-24,1,4,130,0.04,65,22
23671,59223,2015-12-12 12:39:00,4,4,8547,54,2,2015-06-08,1,4,400,0.02,245,12
23671,59224,2016-01-24 17:40:00,1,1,8547,54,2,2015-12-17,1,4,60,0.2,147,13
23673,59229,2015-12-12 13:21:00,1,9,7550,44,1,2015-12-16,1,4,300,0.12,150,12
23673,59230,2015-12-12 13:21:00,1,6,7550,44,1,2015-12-16,1,4,130,0.03,65,12
23676,59231,2015-12-12 14:24:00,1,1,7906,54,1,2015-12-13,4,3,60,0.18,147,12
23678,59232,2015-11-27 14:15:00,1,4,2776,41,2,2016-01-07,4,3,100,0.2,245,11
23681,59238,2015-10-06 4:09:00,1,6,11397,44,2,2015-10-09,1,4,130,0.01,65,10
23681,59239,2015-12-12 16:09:00,2,33,11397,44,2,2015-12-14,1,4,32,0.16,31,12
23681,59240,2015-12-12 16:09:00,5,3,11397,44,2,2016-08-30,1,4,250,0.02,125,12
23681,59241,2016-08-30 14:02:00,3,5,11397,44,2,2016-09-03,1,4,120,0.13,97,20
23683,59246,2015-12-12 16:51:00,2,2,1882,44,2,2015-12-16,3,2,100,0.05,125,12
23683,59247,2015-12-12 16:51:00,3,5,1882,44,2,2015-12-16,3,2,120,0.12,97,12
23683,59248,2015-12-12 16:51:00,1,8,1882,44,2,2015-12-16,3,2,200,0.01,100,12
23683,59249,2015-12-12 16:51:00,2,2,1882,44,2,2015-12-16,3,2,100,0.04,125,12
23683,59250,2015-12-12 16:51:00,1,8,1882,44,2,2015-12-16,3,2,200,NULL,100,12
23685,59256,2015-12-12 17:33:00,1,3,10650,41,2,2015-12-18,3,2,50,0.12,125,12
23685,59257,2016-07-29 9:10:00,1,6,10650,41,2,2016-08-01,3,2,130,0.25,65,19
23685,59258,2016-08-28 14:23:00,1,7,10650,41,2,2016-09-24,3,2,400,0.17,200,20
23685,59259,2016-08-31 4:03:00,1,7,10650,41,2,2016-09-22,3,2,400,0.16,200,20
23685,59260,2017-11-27 22:51:00,1,17,10650,41,2,2017-12-03,3,2,16,0.02,28,35
23686,59261,2016-09-24 21:32:00,3,4,5302,41,2,2016-09-27,1,4,300,0.16,245,21
23686,59262,2015-12-12 17:54:00,1,7,5302,41,2,2015-12-14,1,4,400,0.15,200,12
23686,59263,2015-12-12 17:54:00,1,9,5302,41,2,2015-12-14,1,4,300,0.09,150,12
23688,59267,2015-12-12 18:36:00,2,3,12319,49,1,2015-12-16,1,4,100,0.03,125,12
23688,59268,2016-03-02 7:06:00,3,5,12319,49,1,2016-03-07,1,4,120,0.1,97,15
23688,59269,2015-05-11 0:10:00,5,2,12319,49,1,2015-05-14,1,4,250,0.02,125,5
23688,59270,2015-04-30 10:52:00,5,2,12319,49,1,2015-05-05,1,4,250,0.01,125,4
23688,59271,2015-12-12 18:36:00,1,6,12319,49,1,2016-10-07,1,4,130,0.2,65,12
23691,59276,2015-12-12 19:39:00,3,1,503,41,1,2015-12-14,2,1,180,0.16,147,12
23691,59277,2015-12-12 19:39:00,5,3,503,41,1,2015-06-24,2,1,250,0.01,125,12
23691,59278,2016-08-09 14:35:00,2,5,503,41,1,2016-08-11,2,1,80,0.18,97,20
23691,59279,2015-12-12 19:39:00,1,4,503,41,1,2015-12-14,2,1,100,0.17,245,12
23693,59281,2015-12-12 20:21:00,1,7,4574,41,1,2015-12-16,1,4,400,0.13,200,12
23693,59282,2015-12-12 20:21:00,1,8,4574,41,1,2015-12-16,1,4,200,0.25,100,12
23693,59283,2015-12-12 20:21:00,1,8,4574,41,1,2015-12-16,1,4,200,0.2,100,12
23695,59286,2015-11-05 13:56:00,1,8,8667,41,2,2015-11-11,1,4,200,0.18,100,11
23698,59287,2015-12-12 22:06:00,4,17,9805,49,2,2015-12-16,1,4,64,0.18,28,12
23698,59288,2016-03-24 5:19:00,1,7,9805,49,2,2016-03-26,1,4,400,0.12,200,15
23698,59289,2015-10-08 9:25:00,1,6,9805,49,2,2015-10-13,1,4,130,0.17,65,10
23698,59290,2016-01-16 9:58:00,1,3,9805,49,2,2016-10-04,1,4,50,0.1,125,13
23801,59559,2015-12-14 10:12:00,5,2,7659,42,2,2015-12-20,1,4,250,0.1,125,12
23801,59560,2015-09-15 5:25:00,4,2,7659,42,2,2015-09-18,1,4,200,0.25,125,9
23803,59562,2015-12-14 10:54:00,1,6,9649,41,1,2015-12-18,1,4,130,0.18,65,12
23803,59563,2015-12-14 10:54:00,4,1,9649,41,1,2015-02-21,1,4,240,0.09,147,12
23803,59564,2015-12-14 10:54:00,1,8,9649,41,1,2015-12-18,1,4,200,0.1,100,12
23803,59565,2015-12-14 10:54:00,1,8,9649,41,1,2015-12-18,1,4,200,0.09,100,12
